0,C25,C24,C31,C32
ENSG00000222266.1,1,0,1,0
ENSG00000164615.5,1310,1986,1376,1735
ENSG00000145833.16,2911,2251,1808,1989
ENSG00000241179.1,0,0,0,0
ENSG00000181904.9,3094,2613,1409,1694
ENSG00000270892.1,0,0,0,0
ENSG00000113621.15,2362,2113,2016,2223
ENSG00000132570.15,342,333,252,369
ENSG00000279799.1,6,5,3,6
ENSG00000244921.2,3,0,6,3
ENSG00000249119.1,4,0,1,1
ENSG00000248923.1,13,6,19,5
ENSG00000247627.2,65,41,62,38
ENSG00000198868.3,4,2,2,1
ENSG00000263963.1,0,1,0,1
ENSG00000249192.1,0,0,0,0
ENSG00000152705.8,5,0,3,7
ENSG00000069011.16,284,448,498,49
ENSG00000224186.8,1,11,11,3
ENSG00000277619.1,0,0,0,0
ENSG00000249082.2,0,0,0,0
ENSG00000248753.1,0,0,0,0
ENSG00000248482.1,0,0,0,0
ENSG00000249647.2,0,0,0,0
ENSG00000113648.16,3894,3583,2342,2590
ENSG00000270021.1,7,31,12,7
ENSG00000251380.3,0,0,0,0
ENSG00000255833.2,0,25,0,3
ENSG00000249639.1,0,0,0,0
ENSG00000181965.6,0,0,0,0
ENSG00000250167.1,0,0,0,0
ENSG00000145824.13,265,2,12,11
ENSG00000145832.14,0,1,0,0
ENSG00000251045.1,0,0,0,0
ENSG00000223539.4,0,0,0,0
ENSG00000265924.1,0,0,0,0
ENSG00000250378.4,0,0,1,0
ENSG00000145839.2,0,0,0,0
ENSG00000254239.1,0,0,0,0
ENSG00000253927.1,0,0,0,0
ENSG00000145826.9,2,0,0,0
ENSG00000164616.16,22,0,1,2
ENSG00000120708.17,52944,1360,1558,5521
ENSG00000270123.4,0,0,0,0
ENSG00000278815.1,0,0,0,0
ENSG00000164621.5,2,5,1,3
ENSG00000277859.1,0,0,0,0
ENSG00000113658.18,3161,2974,1779,2034
ENSG00000275646.1,0,0,0,0
ENSG00000277524.1,0,0,0,0
ENSG00000274934.1,0,0,0,0
ENSG00000271824.2,1,0,0,0
ENSG00000069018.19,0,0,0,0
ENSG00000248211.1,0,0,0,0
ENSG00000250947.1,0,0,0,0
ENSG00000279240.1,0,0,0,0
ENSG00000248351.1,0,0,0,0
ENSG00000213568.4,0,0,0,0
ENSG00000249803.6,0,0,0,0
ENSG00000250284.3,0,0,0,0
ENSG00000248616.1,0,0,0,0
ENSG00000222285.1,0,0,0,0
ENSG00000152377.14,1428,4161,369,440
ENSG00000146021.15,112,96,132,109
ENSG00000216009.3,0,0,0,0
ENSG00000177733.7,6140,7958,4900,6526
ENSG00000287067.1,1,2,0,1
ENSG00000270697.1,0,0,0,0
ENSG00000226306.6,0,0,1,0
ENSG00000250159.7,13,40,39,20
ENSG00000120729.10,0,0,0,2
ENSG00000078795.17,2,0,1,1
ENSG00000031003.10,1372,2208,1707,1142
ENSG00000246323.2,3,1,2,2
ENSG00000250260.1,0,1,0,1
ENSG00000222924.1,0,0,0,0
ENSG00000061492.12,0,0,1,0
ENSG00000112981.5,37,34,19,29
ENSG00000212460.1,0,0,0,0
ENSG00000199880.1,0,0,0,0
ENSG00000112983.18,1238,1760,1250,1597
ENSG00000112984.12,1112,173,159,1172
ENSG00000094880.11,1298,1429,1105,1301
ENSG00000146013.11,3,0,1,3
ENSG00000249851.1,0,0,0,0
ENSG00000158402.20,180,32,30,160
ENSG00000120709.11,1500,2293,1737,1680
ENSG00000249971.1,0,0,0,0
ENSG00000120733.14,2148,3062,2046,2237
ENSG00000132563.16,198,133,165,234
ENSG00000271196.1,0,0,0,0
ENSG00000120738.8,7199,2601,6329,4490
ENSG00000241458.1,7,13,29,34
ENSG00000120705.13,5288,4083,3066,3452
ENSG00000113013.15,13238,16841,9313,14401
ENSG00000222937.1,0,0,0,0
ENSG00000206989.1,0,0,1,1
ENSG00000044115.21,11119,15955,8759,10653
ENSG00000232174.3,0,0,0,0
ENSG00000238745.1,0,0,0,0
ENSG00000253404.1,0,4,8,10
ENSG00000146006.8,19,37,0,9
ENSG00000120725.13,1364,2412,2076,2103
ENSG00000201532.1,0,0,0,0
ENSG00000249593.6,0,0,1,1
ENSG00000242683.1,0,0,0,0
ENSG00000252533.1,0,0,0,0
ENSG00000280987.4,0,3,0,1
ENSG00000281398.4,243,150,113,151
ENSG00000252213.1,1,0,0,0
ENSG00000200959.1,1,3,0,1
ENSG00000015479.20,53,86,55,75
ENSG00000199545.1,1,1,0,0
ENSG00000253015.1,0,0,0,0
ENSG00000120727.13,1531,1815,1374,1541
ENSG00000272742.1,2,0,2,0
ENSG00000170482.17,0,0,1,0
ENSG00000170476.16,0,0,0,1
ENSG00000228672.4,24,51,39,35
ENSG00000170469.10,51,40,48,39
ENSG00000170464.10,644,1248,606,764
ENSG00000279686.1,0,0,0,0
ENSG00000200378.1,0,0,0,0
ENSG00000249751.4,1,0,0,0
ENSG00000283288.1,0,0,0,0
ENSG00000184584.13,429,1757,1626,3076
ENSG00000249689.1,0,0,0,0
ENSG00000249215.1,0,0,1,0
ENSG00000286403.1,0,0,0,0
ENSG00000131508.16,2907,3089,2357,2907
ENSG00000207020.1,0,0,0,0
ENSG00000275506.1,0,0,0,0
ENSG00000272255.1,3,9,1,5
ENSG00000171604.12,5239,6878,5115,4689
ENSG00000250635.1,3,8,2,3
ENSG00000249526.1,5,15,5,3
ENSG00000200756.1,0,0,0,0
ENSG00000249131.2,0,1,1,0
ENSG00000251387.1,0,0,0,0
ENSG00000271792.1,0,0,1,0
ENSG00000146005.4,12,20,28,28
ENSG00000158458.21,5,5,9,6
ENSG00000250692.1,0,0,0,0
ENSG00000207317.1,0,0,0,0
ENSG00000245146.7,19,22,15,15
ENSG00000185129.8,1011,1588,676,771
ENSG00000182700.5,153,272,189,189
ENSG00000254363.6,16,7,0,3
ENSG00000120306.11,305,1341,816,1294
ENSG00000250069.1,2,3,2,1
ENSG00000113068.10,2085,1505,1340,1360
ENSG00000113070.8,2289,239,68,67
ENSG00000253965.1,2,0,0,0
ENSG00000113073.15,2,0,0,0
ENSG00000249637.2,5,4,4,6
ENSG00000222790.1,0,0,0,0
ENSG00000131503.21,30,50,36,45
ENSG00000254996.5,16,16,19,13
ENSG00000200051.1,0,0,0,0
ENSG00000213523.10,1707,892,1116,1149
ENSG00000243056.2,3,17,11,15
ENSG00000113108.19,332,183,357,455
ENSG00000283155.1,0,0,0,0
ENSG00000283717.1,0,0,0,0
ENSG00000176087.15,1820,2035,1405,2027
ENSG00000283602.1,2,2,0,1
ENSG00000200235.1,0,0,0,0
ENSG00000251453.1,6,1,3,4
ENSG00000240518.2,0,0,0,0
ENSG00000170458.14,0,2,4,0
ENSG00000131495.9,647,587,670,565
ENSG00000113119.13,117,106,108,184
ENSG00000113141.18,2170,2197,1937,2093
ENSG00000284325.1,0,0,0,0
ENSG00000120314.18,1182,978,845,865
ENSG00000256453.2,17,15,15,16
ENSG00000170445.16,2513,1873,1428,1740
ENSG00000112855.17,916,649,813,785
ENSG00000146007.11,1567,1802,1275,1362
ENSG00000199990.1,1,2,2,2
ENSG00000202111.1,2,0,2,0
ENSG00000202515.1,1,0,0,1
ENSG00000250515.1,0,0,0,0
ENSG00000248106.2,0,0,0,0
ENSG00000279726.2,38,36,8,35
ENSG00000204970.10,0,1,0,0
ENSG00000204969.7,34,98,47,64
ENSG00000255408.4,22,69,5,111
ENSG00000204967.12,106,399,267,209
ENSG00000204965.9,3,11,6,11
ENSG00000081842.18,283,388,5,109
ENSG00000204963.6,12,1,5,23
ENSG00000204962.6,2,5,0,4
ENSG00000204961.7,10,6,4,23
ENSG00000278907.1,0,2,0,0
ENSG00000250120.8,194,602,18,522
ENSG00000249504.3,0,0,0,0
ENSG00000278946.1,4,5,0,9
ENSG00000249158.7,78,119,215,39
ENSG00000251664.5,162,347,9,241
ENSG00000278915.1,7,12,0,10
ENSG00000278901.1,0,0,0,1
ENSG00000239389.8,3,2,3,25
ENSG00000248383.5,120,174,126,253
ENSG00000279028.1,0,0,0,0
ENSG00000243232.6,480,537,314,783
ENSG00000279047.4,1,5,2,3
ENSG00000171815.6,1,7,4,2
ENSG00000279558.1,0,0,0,0
ENSG00000112852.7,668,1320,1218,1114
ENSG00000272154.5,0,0,0,0
ENSG00000113205.5,38,83,97,65
ENSG00000272108.1,15,29,72,55
ENSG00000081818.4,23,44,59,48
ENSG00000113209.9,497,797,431,701
ENSG00000280029.4,1,2,0,1
ENSG00000113211.5,13,47,29,54
ENSG00000255622.3,7,8,4,30
ENSG00000280336.1,2,3,1,1
ENSG00000113212.7,7,17,5,8
ENSG00000120322.4,6,7,1,8
ENSG00000279472.1,0,0,0,0
ENSG00000272674.3,17,31,11,94
ENSG00000279068.1,3,0,0,0
ENSG00000278936.1,0,0,0,0
ENSG00000177839.7,20,17,33,18
ENSG00000279375.1,0,0,0,0
ENSG00000120324.9,86,61,51,104
ENSG00000197479.7,2,8,2,10
ENSG00000120328.6,7,18,10,33
ENSG00000187372.11,50,42,15,56
ENSG00000120327.6,129,247,156,214
ENSG00000279983.1,0,0,0,0
ENSG00000146001.5,14,15,2,29
ENSG00000262096.2,3,7,1,7
ENSG00000113248.6,105,188,124,382
ENSG00000277795.1,1,3,1,1
ENSG00000178913.8,3271,3733,2671,2559
ENSG00000120329.7,1,0,1,0
ENSG00000288095.1,3,4,2,2
ENSG00000272070.1,3,20,4,6
ENSG00000204956.5,3,12,4,2
ENSG00000081853.15,4,10,0,7
ENSG00000254245.3,119,8,0,3
ENSG00000254221.2,14,36,4,20
ENSG00000280026.1,0,0,0,0
ENSG00000262576.3,13,8,3,7
ENSG00000253910.2,22,25,5,16
ENSG00000253485.2,3,5,1,1
ENSG00000262209.3,0,1,0,1
ENSG00000253731.3,5,1,5,8
ENSG00000253537.3,48,1,31,2
ENSG00000253953.3,1338,2528,198,1281
ENSG00000253767.2,36,20,2,11
ENSG00000276547.1,27,77,8,4
ENSG00000261934.2,8,8,3,4
ENSG00000253305.2,239,539,1496,1291
ENSG00000253846.2,218,1837,842,947
ENSG00000254122.3,507,117,392,592
ENSG00000253873.6,139,57,17,157
ENSG00000248449.2,10,7,9,6
ENSG00000279855.1,0,0,0,0
ENSG00000253159.3,9,12,3,4
ENSG00000276545.1,16,14,10,10
ENSG00000273557.1,2,2,2,4
ENSG00000240184.7,733,2252,894,1429
ENSG00000242020.3,0,1,0,0
ENSG00000242419.5,15,26,24,36
ENSG00000240764.4,53,51,52,21
ENSG00000131504.17,3282,5037,4178,3828
ENSG00000246422.2,0,0,0,0
ENSG00000240974.1,0,0,0,0
ENSG00000228737.2,0,0,0,0
ENSG00000171720.10,1312,1728,1394,1508
ENSG00000164620.9,128,183,249,201
ENSG00000197948.11,612,550,588,496
ENSG00000120318.16,542,62,296,259
ENSG00000286736.1,0,0,0,0
ENSG00000287527.1,0,0,0,1
ENSG00000278925.1,0,0,0,0
ENSG00000156453.13,259,640,162,649
ENSG00000287726.1,0,0,0,0
ENSG00000226040.3,1,0,3,0
ENSG00000081791.9,1043,1089,818,1173
ENSG00000113555.6,3,2,0,2
ENSG00000271871.1,4,4,4,6
ENSG00000013561.18,1681,1671,1203,1181
ENSG00000254099.1,0,0,0,0
ENSG00000113552.16,1263,6093,8115,6142
ENSG00000250347.1,0,0,0,0
ENSG00000131507.11,3424,5630,4126,4013
ENSG00000280047.1,28,22,19,8
ENSG00000187678.10,1388,471,329,524
ENSG00000277968.1,0,0,0,0
ENSG00000274721.1,0,0,0,0
ENSG00000231185.7,15,4,4,10
ENSG00000225147.1,0,0,0,0
ENSG00000113578.18,859,151,80,82
ENSG00000261757.1,0,0,0,1
ENSG00000236714.3,2,5,4,1
ENSG00000287203.1,0,0,0,0
ENSG00000145819.18,305,974,773,696
ENSG00000226272.5,0,0,0,0
ENSG00000285366.1,0,0,0,0
ENSG00000230789.1,0,0,0,0
ENSG00000113580.15,3218,4713,2761,2645
ENSG00000231579.3,13,21,16,13
ENSG00000279679.1,3,0,0,0
ENSG00000279130.1,1,3,2,1
ENSG00000249429.1,0,0,0,0
ENSG00000251205.3,1,1,0,0
ENSG00000253023.1,0,0,0,0
ENSG00000249881.1,0,0,0,0
ENSG00000266478.1,0,0,0,0
ENSG00000225869.4,0,0,0,0
ENSG00000158497.4,0,0,0,0
ENSG00000239390.3,0,0,0,0
ENSG00000145817.17,4897,3251,2925,3568
ENSG00000183775.11,65,50,103,43
ENSG00000249605.1,0,0,0,0
ENSG00000285605.1,0,0,0,0
ENSG00000250972.1,0,0,0,0
ENSG00000213488.4,0,0,0,0
ENSG00000201423.1,0,0,0,0
ENSG00000251031.2,0,0,2,1
ENSG00000249229.2,0,0,0,0
ENSG00000215325.4,1,2,3,7
ENSG00000250842.1,1,0,0,0
ENSG00000248125.2,0,0,0,0
ENSG00000186314.11,108,110,179,88
ENSG00000249363.1,1,2,6,1
ENSG00000204928.2,0,0,0,0
ENSG00000156463.18,92,26,72,23
ENSG00000248493.1,0,0,0,0
ENSG00000173261.9,15,12,10,25
ENSG00000251556.1,1,0,0,0
ENSG00000133706.19,5461,5260,3285,4801
ENSG00000239602.1,0,0,0,0
ENSG00000239317.1,0,0,0,0
ENSG00000275740.1,0,0,0,0
ENSG00000091009.8,575,495,392,517
ENSG00000238374.1,0,0,0,0
ENSG00000250025.2,0,0,0,0
ENSG00000091010.6,1,1,3,0
ENSG00000271724.1,0,0,0,0
ENSG00000248842.1,0,0,0,0
ENSG00000113649.11,1991,1394,1223,1550
ENSG00000277568.1,0,0,1,0
ENSG00000173250.2,0,0,0,0
ENSG00000250407.1,0,0,0,0
ENSG00000156475.18,25,15,10,8
ENSG00000280646.2,0,0,0,0
ENSG00000241291.3,0,0,0,0
ENSG00000248568.1,0,0,0,0
ENSG00000249553.1,0,0,0,0
ENSG00000286468.1,0,0,0,0
ENSG00000250343.1,0,0,0,2
ENSG00000169302.16,3,55,0,14
ENSG00000113657.13,1147,5586,71,782
ENSG00000272239.1,0,0,0,0
ENSG00000280780.2,0,0,0,0
ENSG00000176049.16,140,39,4,52
ENSG00000287630.1,6,3,0,9
ENSG00000164266.10,0,31,42,46
ENSG00000249518.1,0,0,0,0
ENSG00000164265.9,0,1,0,0
ENSG00000178776.5,11,0,0,0
ENSG00000248362.1,0,0,0,0
ENSG00000251320.1,0,0,0,0
ENSG00000250346.1,0,0,0,1
ENSG00000133710.16,33,67,25,104
ENSG00000247199.5,10,23,23,28
ENSG00000196800.6,0,0,0,0
ENSG00000178172.7,1,1,0,3
ENSG00000249503.1,0,0,0,0
ENSG00000248109.3,0,0,0,0
ENSG00000214510.10,1,2,1,3
ENSG00000249834.3,0,0,0,0
ENSG00000145879.11,0,0,0,0
ENSG00000204909.8,2,1,1,1
ENSG00000283653.1,0,0,0,0
ENSG00000145868.17,1238,1429,980,1013
ENSG00000274799.1,0,2,0,0
ENSG00000251330.3,0,0,1,0
ENSG00000164270.18,0,0,0,0
ENSG00000253297.1,0,0,0,0
ENSG00000169252.5,28,46,37,78
ENSG00000169247.14,36,8,13,7
ENSG00000272411.1,0,0,0,0
ENSG00000251842.1,0,0,0,0
ENSG00000207714.3,0,0,0,0
ENSG00000250072.6,0,0,1,0
ENSG00000200161.1,0,0,0,0
ENSG00000173210.20,659,115,82,171
ENSG00000248647.2,0,0,0,0
ENSG00000253406.1,0,0,0,0
ENSG00000157510.14,204,160,662,84
ENSG00000285736.1,1,0,0,0
ENSG00000164284.15,990,564,427,573
ENSG00000253618.1,0,0,0,0
ENSG00000145882.11,320,204,187,321
ENSG00000127743.6,6,0,0,0
ENSG00000253865.1,0,0,1,0
ENSG00000249669.10,294,12,9,24
ENSG00000275871.1,0,0,0,0
ENSG00000284182.1,0,0,0,0
ENSG00000276365.1,8,0,0,1
ENSG00000113712.19,4044,3298,2391,2325
ENSG00000230551.4,269,191,167,168
ENSG00000241112.1,0,1,0,1
ENSG00000183111.12,50,174,137,95
ENSG00000222213.1,0,0,0,0
ENSG00000287323.1,0,0,0,0
ENSG00000221043.2,0,0,0,0
ENSG00000242928.3,0,0,0,0
ENSG00000155846.17,193,213,228,204
ENSG00000199047.3,3,0,1,1
ENSG00000132915.11,1,0,1,1
ENSG00000251583.1,0,0,2,2
ENSG00000200334.1,0,0,0,0
ENSG00000155850.8,2315,2470,1580,1853
ENSG00000164296.7,200,237,199,213
ENSG00000113716.13,2239,2442,2109,2370
ENSG00000248696.1,0,0,0,0
ENSG00000241907.1,0,1,0,0
ENSG00000182578.14,5,19,8,8
ENSG00000214485.6,168,233,133,188
ENSG00000199409.1,0,0,0,0
ENSG00000113721.14,5178,26872,5769,10725
ENSG00000113722.17,5,16,32,39
ENSG00000011083.9,0,9,1,3
ENSG00000070808.16,4,161,53,75
ENSG00000183876.9,123,344,230,353
ENSG00000070814.22,1433,1439,978,1871
ENSG00000019582.15,5,431,613,71
ENSG00000286331.1,0,0,0,0
ENSG00000164587.13,10770,16504,10477,14747
ENSG00000254333.1,25,12,4,4
ENSG00000070614.15,7273,4806,2279,2378
ENSG00000171992.13,2980,462,231,358
ENSG00000253852.1,0,0,0,0
ENSG00000286657.1,0,0,0,0
ENSG00000164591.14,59,21,7,38
ENSG00000250309.2,1,0,1,0
ENSG00000086589.12,1116,1131,1066,1154
ENSG00000132912.13,2467,2969,2416,2574
ENSG00000256235.2,453,201,246,200
ENSG00000237693.4,0,0,0,0
ENSG00000145908.12,459,523,421,594
ENSG00000197083.11,29,0,1,77
ENSG00000274235.1,0,0,0,0
ENSG00000277866.1,0,0,0,0
ENSG00000211445.12,86,1035,788,490
ENSG00000145901.16,1529,2082,1705,1902
ENSG00000197043.14,9808,5649,4064,5363
ENSG00000254298.1,0,0,0,0
ENSG00000285420.1,0,0,0,0
ENSG00000198624.13,68,223,153,180
ENSG00000196743.9,1011,2014,2430,1676
ENSG00000186334.10,0,0,0,0
ENSG00000186335.9,0,0,0,0
ENSG00000270904.1,0,0,0,0
ENSG00000253897.2,0,0,0,0
ENSG00000253472.1,0,0,0,0
ENSG00000271494.1,0,0,0,0
ENSG00000123643.13,1427,2130,1507,1539
ENSG00000200227.1,0,0,0,0
ENSG00000086570.12,83,496,6,24
ENSG00000271795.1,7,13,14,13
ENSG00000276622.1,0,1,0,0
ENSG00000288081.1,0,1,1,0
ENSG00000260581.1,0,2,3,3
ENSG00000113140.11,247114,397941,257995,261306
ENSG00000249035.7,6,12,23,9
ENSG00000222102.1,1,0,0,0
ENSG00000272112.1,7,1,14,3
ENSG00000177556.12,845,760,1033,663
ENSG00000253921.1,0,0,0,0
ENSG00000213433.5,19,26,10,16
ENSG00000275765.5,28,84,45,32
ENSG00000145907.15,7098,7170,5696,5635
ENSG00000145888.11,0,0,0,0
ENSG00000270978.1,0,0,0,0
ENSG00000222308.1,0,0,0,0
ENSG00000254226.6,1,0,2,2
ENSG00000286749.1,0,0,0,0
ENSG00000132911.5,0,0,0,0
ENSG00000242080.1,0,0,0,0
ENSG00000249484.9,0,1,0,2
ENSG00000155511.18,152,651,15,285
ENSG00000242976.3,0,0,0,0
ENSG00000251183.1,0,0,0,0
ENSG00000261382.1,0,0,0,0
ENSG00000055147.19,961,995,862,926
ENSG00000037749.12,1191,1153,682,866
ENSG00000164574.16,9689,7947,4967,5047
ENSG00000245275.8,11,23,24,25
ENSG00000253119.1,0,0,0,1
ENSG00000287695.1,1,0,0,0
ENSG00000221430.1,0,0,0,0
ENSG00000241963.3,0,1,0,0
ENSG00000164576.12,834,2390,1524,1467
ENSG00000113196.3,0,0,0,2
ENSG00000254293.1,0,0,0,0
ENSG00000253886.1,0,0,1,0
ENSG00000253146.1,0,0,0,0
ENSG00000264760.1,0,0,0,0
ENSG00000221552.1,0,0,0,0
ENSG00000274472.1,0,0,0,0
ENSG00000155506.18,11534,11882,5999,9606
ENSG00000272197.2,0,0,0,0
ENSG00000241187.1,0,0,0,0
ENSG00000170271.11,47,362,452,258
ENSG00000277039.1,0,1,0,1
ENSG00000263361.1,2,0,0,0
ENSG00000155508.13,1344,1376,1236,1156
ENSG00000082516.9,934,806,548,736
ENSG00000082515.18,603,516,625,554
ENSG00000253261.1,0,0,0,0
ENSG00000226650.6,11,1,2,3
ENSG00000287963.1,0,0,0,0
ENSG00000253646.1,0,0,0,0
ENSG00000271477.1,0,0,0,0
ENSG00000270442.1,1,0,0,0
ENSG00000200275.1,0,0,0,0
ENSG00000170624.13,2112,3744,2562,2758
ENSG00000286690.1,0,0,0,0
ENSG00000253370.2,0,0,0,0
ENSG00000254163.1,0,0,1,0
ENSG00000199468.1,0,0,0,0
ENSG00000231989.5,12,9,10,14
ENSG00000145850.9,0,0,0,0
ENSG00000270560.1,0,0,0,0
ENSG00000113249.13,0,0,0,1
ENSG00000135077.9,3,34,130,100
ENSG00000254246.1,0,0,0,0
ENSG00000155868.8,337,324,275,304
ENSG00000113263.13,6,4,5,16
ENSG00000170613.4,0,0,0,0
ENSG00000253980.1,0,0,0,0
ENSG00000253653.1,0,0,3,0
ENSG00000055163.20,296,207,227,437
ENSG00000285868.1,70,2,1,1
ENSG00000172568.5,0,0,0,0
ENSG00000251405.3,14,0,0,0
ENSG00000248544.2,26,0,0,0
ENSG00000135074.16,2807,114,103,109
ENSG00000253155.1,0,0,0,0
ENSG00000172548.14,19,2,1,16
ENSG00000253519.1,0,0,0,0
ENSG00000252068.1,0,0,0,0
ENSG00000254336.1,4,3,4,2
ENSG00000039600.11,3,1,3,4
ENSG00000187658.7,0,0,0,0
ENSG00000253798.2,0,0,1,0
ENSG00000113272.14,426,632,288,489
ENSG00000155858.6,353,637,355,563
ENSG00000253630.1,0,0,0,1
ENSG00000113282.14,6896,6788,4555,5966
ENSG00000206819.1,0,0,0,0
ENSG00000244331.1,0,1,2,2
ENSG00000222626.1,0,0,0,0
ENSG00000253743.1,0,0,0,0
ENSG00000213414.3,0,0,2,2
ENSG00000253422.1,0,0,0,0
ENSG00000253792.1,0,2,4,0
ENSG00000253673.1,1,0,0,0
ENSG00000254047.2,0,0,0,0
ENSG00000253449.1,0,0,0,0
ENSG00000253424.1,0,0,0,0
ENSG00000253134.1,0,0,0,0
ENSG00000276778.1,0,0,0,0
ENSG00000254350.1,6,1,8,2
ENSG00000272085.1,3,0,1,0
ENSG00000254135.3,0,0,2,0
ENSG00000164330.17,174,1118,694,759
ENSG00000253811.1,0,0,0,0
ENSG00000253456.1,0,0,0,0
ENSG00000245812.3,6,59,44,26
ENSG00000279204.1,4,15,14,15
ENSG00000145860.12,2307,2875,2742,3128
ENSG00000253256.1,0,0,1,0
ENSG00000253315.1,0,0,0,1
ENSG00000252458.1,0,0,0,0
ENSG00000164332.8,1653,1934,1258,1437
ENSG00000249738.10,1,8,16,0
ENSG00000113302.5,2,2,5,1
ENSG00000221601.1,0,0,0,0
ENSG00000253298.2,0,0,0,0
ENSG00000283413.1,0,0,0,0
ENSG00000253311.3,0,1,3,1
ENSG00000170214.5,50,848,319,224
ENSG00000248626.1,3,3,4,2
ENSG00000199398.1,0,0,0,0
ENSG00000113312.11,1550,1844,1659,1531
ENSG00000223908.5,0,1,3,1
ENSG00000170234.13,845,472,459,516
ENSG00000170231.16,1,0,0,0
ENSG00000247699.2,0,0,0,0
ENSG00000253772.1,0,0,0,0
ENSG00000135083.16,189,23,83,43
ENSG00000254373.1,24,19,31,31
ENSG00000270612.1,0,1,0,0
ENSG00000145861.9,8,41,15,14
ENSG00000221886.4,171,240,257,252
ENSG00000164609.10,1247,1457,1139,1104
ENSG00000164611.13,718,108,107,587
ENSG00000253522.6,0,0,0,0
ENSG00000265237.1,0,0,0,0
ENSG00000283733.1,0,0,0,0
ENSG00000118322.14,0,0,0,0
ENSG00000253687.1,0,0,0,0
ENSG00000254391.1,0,0,0,0
ENSG00000253417.5,0,0,0,0
ENSG00000145864.14,1,28,0,5
ENSG00000145863.11,0,0,0,0
ENSG00000253403.1,0,0,0,0
ENSG00000118990.5,0,0,0,0
ENSG00000022355.18,1,0,0,2
ENSG00000280776.2,0,0,0,0
ENSG00000113327.17,1,0,0,0
ENSG00000254186.3,2,0,0,0
ENSG00000201474.1,0,0,0,0
ENSG00000254351.1,0,0,0,0
ENSG00000249449.1,0,0,0,0
ENSG00000250114.1,0,0,0,0
ENSG00000113328.19,4162,6808,6360,4618
ENSG00000170584.11,778,1277,749,784
ENSG00000072571.20,748,76,89,512
ENSG00000251018.2,0,0,0,0
ENSG00000038274.17,1494,2202,2073,1706
ENSG00000285590.1,0,0,0,2
ENSG00000224012.3,0,0,3,0
ENSG00000251998.1,0,0,0,0
ENSG00000273569.1,0,0,0,0
ENSG00000271679.1,0,0,0,0
ENSG00000253331.1,0,1,0,0
ENSG00000253538.1,0,0,0,0
ENSG00000241956.10,3,31,14,25
ENSG00000253236.2,0,1,0,1
ENSG00000253600.1,0,0,0,0
ENSG00000206845.1,0,0,0,0
ENSG00000285549.1,0,0,0,0
ENSG00000254066.2,0,0,0,0
ENSG00000253693.1,0,1,2,0
ENSG00000252794.1,0,0,0,0
ENSG00000253512.1,0,0,0,0
ENSG00000253946.1,0,0,0,0
ENSG00000254252.1,0,0,0,0
ENSG00000254171.1,0,1,0,0
ENSG00000229119.3,361,537,299,481
ENSG00000254130.1,1,0,0,0
ENSG00000253713.1,0,0,0,0
ENSG00000253469.1,0,0,0,0
ENSG00000145934.16,1511,61,40,191
ENSG00000254365.1,0,0,0,0
ENSG00000254297.1,0,0,0,0
ENSG00000253527.1,0,0,0,0
ENSG00000254187.1,1,0,0,0
ENSG00000253357.1,7,0,5,5
ENSG00000253660.1,0,0,0,1
ENSG00000253947.1,0,0,0,0
ENSG00000253065.1,0,0,0,0
ENSG00000253925.1,2,0,0,0
ENSG00000279739.1,2,0,0,0
ENSG00000253978.2,28,6,21,9
ENSG00000113645.15,193,23,106,31
ENSG00000113643.9,4566,2976,3109,3267
ENSG00000188573.8,180,384,256,194
ENSG00000120137.7,4126,3738,3902,3069
ENSG00000253861.1,0,0,0,0
ENSG00000199035.2,0,2,0,0
ENSG00000283612.1,0,0,0,0
ENSG00000233913.7,115,174,116,176
ENSG00000254192.1,0,2,9,4
ENSG00000184347.15,2886,5330,1636,4030
ENSG00000254042.2,1,6,28,24
ENSG00000207739.1,0,0,0,0
ENSG00000202345.1,0,0,0,0
ENSG00000248965.1,0,0,0,0
ENSG00000279752.1,0,0,0,0
ENSG00000248222.5,0,0,0,0
ENSG00000207619.1,0,0,0,0
ENSG00000206614.1,0,0,0,0
ENSG00000040275.17,2524,784,524,752
ENSG00000134516.18,173,22,18,66
ENSG00000253269.1,0,0,0,0
ENSG00000204767.4,97,10,32,3
ENSG00000263831.1,0,0,0,0
ENSG00000168269.10,0,0,0,0
ENSG00000253219.1,0,0,0,0
ENSG00000249601.2,0,0,0,0
ENSG00000234511.10,0,0,1,0
ENSG00000043462.13,0,3,6,4
ENSG00000288615.1,0,0,0,0
ENSG00000235172.8,3,19,35,24
ENSG00000250274.2,2,0,10,4
ENSG00000182132.14,1124,102,78,46
ENSG00000145936.9,41,54,103,165
ENSG00000253647.1,0,0,3,0
ENSG00000253858.1,2,0,0,0
ENSG00000253591.2,0,0,0,0
ENSG00000253348.1,0,0,0,0
ENSG00000094755.17,0,0,4,0
ENSG00000204764.14,367,135,72,160
ENSG00000244501.3,0,0,0,1
ENSG00000253966.1,2,4,3,5
ENSG00000253213.1,5,2,1,0
ENSG00000275038.2,0,0,0,0
ENSG00000164438.6,0,0,0,0
ENSG00000213393.5,0,0,0,0
ENSG00000265740.2,0,0,0,0
ENSG00000254256.1,0,0,0,0
ENSG00000206909.1,0,0,0,0
ENSG00000254012.1,2,0,1,2
ENSG00000264249.1,0,0,0,0
ENSG00000181163.13,23285,23233,18526,26209
ENSG00000156427.8,335,296,84,96
ENSG00000288639.1,0,0,0,0
