0,P2,P2 w/ testosterone,P5,P5 w/ testosterone,P11,P12,P12 w/ testosterone
ENSG00000239185.1,0,0,0,0,0,0,0
ENSG00000227291.1,0,0,0,0,0,0,0
ENSG00000286370.1,0,0,0,0,0,0,0
ENSG00000238207.2,4,1,2,3,6,2,3
ENSG00000088205.13,2099,1906,740,1547,2104,2791,2929
ENSG00000236255.2,67,102,41,104,84,114,127
ENSG00000125631.7,0,0,0,0,0,0,0
ENSG00000125633.11,1526,1957,821,1945,1829,3436,3008
ENSG00000224967.1,1,2,0,1,0,7,0
ENSG00000235066.7,0,0,0,0,0,0,0
ENSG00000272895.1,0,0,0,0,0,0,0
ENSG00000279227.1,28,22,16,37,15,49,47
ENSG00000243510.3,0,0,0,0,0,0,0
ENSG00000125629.15,703,697,369,671,807,1235,1347
ENSG00000226856.7,8,4,3,2,11,1,6
ENSG00000258910.3,0,0,0,0,0,0,0
ENSG00000163064.7,0,0,0,0,0,0,0
ENSG00000019169.10,0,0,0,0,0,0,0
ENSG00000259094.1,0,0,0,0,0,0,0
ENSG00000144119.4,0,0,0,1,1,0,0
ENSG00000264833.1,0,0,0,0,0,0,0
ENSG00000115107.20,2122,2492,1186,2475,1412,2114,1698
ENSG00000229867.2,12,19,10,17,10,7,7
ENSG00000186132.15,187,163,91,189,156,170,156
ENSG00000155368.16,2663,2145,1067,1992,2464,2894,2843
ENSG00000171227.7,80,77,44,55,80,67,113
ENSG00000080293.10,0,1,0,0,0,0,0
ENSG00000231013.2,0,3,0,3,1,0,1
ENSG00000163075.13,15,12,9,23,20,3,12
ENSG00000144120.13,138,154,64,120,142,150,160
ENSG00000229326.3,0,2,0,4,3,0,1
ENSG00000088179.9,567,699,275,616,684,839,989
ENSG00000233741.1,0,0,0,0,0,0,0
ENSG00000115109.14,340,407,185,325,398,424,392
ENSG00000224789.1,0,1,0,0,0,1,1
ENSG00000202046.1,0,0,0,0,0,0,0
ENSG00000236878.1,0,0,0,0,0,0,0
ENSG00000227788.1,0,0,0,0,0,0,0
ENSG00000233286.1,0,0,0,0,0,0,0
ENSG00000243104.1,0,0,0,0,0,0,0
ENSG00000234065.2,0,0,0,0,0,0,0
ENSG00000223549.1,0,0,0,0,0,0,0
ENSG00000226479.4,1420,1454,576,1289,1264,1982,1920
ENSG00000144118.14,1406,1312,682,1292,1741,2220,2331
ENSG00000235840.1,0,0,0,0,1,0,0
ENSG00000163083.6,11,2,6,10,4,9,17
ENSG00000280409.1,0,0,0,0,0,0,0
ENSG00000237614.3,0,0,0,0,0,1,0
ENSG00000232140.2,0,0,0,0,0,1,0
ENSG00000201006.1,0,0,0,0,0,0,0
ENSG00000229774.1,0,0,0,0,0,0,0
ENSG00000074047.22,407,560,194,404,671,953,579
ENSG00000271709.1,13,8,2,3,8,25,21
ENSG00000201584.1,0,0,0,0,0,0,0
ENSG00000234455.1,0,0,0,1,0,0,0
ENSG00000236145.1,0,0,0,0,0,0,0
ENSG00000115112.8,1,0,0,0,2,2,5
ENSG00000232723.1,0,0,0,0,0,0,0
ENSG00000074054.19,1754,2225,952,2342,2070,3866,3874
ENSG00000265451.1,3,2,1,6,4,10,3
ENSG00000264229.1,0,0,1,2,0,2,3
ENSG00000222467.1,0,0,0,0,0,0,1
ENSG00000236859.7,88,93,69,145,101,111,156
ENSG00000230993.1,0,0,0,0,0,0,0
ENSG00000279721.1,0,0,0,5,0,5,8
ENSG00000213239.3,3,5,2,8,2,1,1
ENSG00000155438.12,1185,977,439,891,977,1459,1481
ENSG00000211460.12,2411,2177,975,2024,1950,3126,3308
ENSG00000270798.1,0,0,0,0,0,0,0
ENSG00000224655.7,0,1,0,0,0,0,2
ENSG00000286481.1,1,0,0,1,0,0,0
ENSG00000287871.1,0,0,0,0,0,0,0
ENSG00000237856.1,0,0,0,0,0,0,0
ENSG00000232740.1,0,0,0,0,0,0,0
ENSG00000287854.1,0,0,0,0,0,0,0
ENSG00000226708.1,0,0,0,0,0,0,0
ENSG00000235640.1,0,0,0,0,0,0,0
ENSG00000227738.1,0,0,0,0,0,0,0
ENSG00000279874.1,0,0,0,0,0,0,0
ENSG00000223118.1,0,0,0,0,0,0,0
ENSG00000228400.2,0,0,0,0,0,0,0
ENSG00000155052.14,0,0,1,2,7,0,0
ENSG00000238046.1,0,0,0,0,0,0,0
ENSG00000286384.1,0,0,0,0,0,0,0
ENSG00000270815.1,0,0,0,0,0,0,0
ENSG00000252674.1,0,0,0,0,0,0,0
ENSG00000206726.1,0,0,0,0,0,0,0
ENSG00000286206.1,0,0,0,0,0,0,0
ENSG00000235491.1,0,0,0,0,0,0,0
ENSG00000224410.1,0,0,0,0,0,0,0
ENSG00000226813.3,0,0,0,0,3,0,0
ENSG00000286515.1,0,0,0,0,0,0,0
ENSG00000235774.2,0,0,0,0,0,0,0
ENSG00000236655.1,0,0,0,0,0,0,0
ENSG00000213236.3,72,59,25,52,59,105,137
ENSG00000288524.1,0,0,0,0,0,0,0
ENSG00000136732.16,3857,3338,1651,3363,3579,2663,2762
ENSG00000235128.1,1,3,2,2,3,7,2
ENSG00000206963.1,0,0,0,0,0,0,0
ENSG00000237524.10,0,0,0,0,0,0,0
ENSG00000238788.1,0,0,0,0,0,0,0
ENSG00000260634.1,0,0,0,0,0,2,0
ENSG00000286971.1,0,1,1,0,0,0,0
ENSG00000260163.1,0,0,0,0,0,2,0
ENSG00000136717.15,4236,4128,1694,3647,4012,1880,1874
ENSG00000286400.1,0,1,1,0,1,3,6
ENSG00000237630.1,0,0,0,0,0,0,0
ENSG00000186684.14,179,202,100,274,283,555,522
ENSG00000226789.1,0,0,0,1,1,0,0
ENSG00000163161.14,1071,1233,562,1217,1194,1492,1574
ENSG00000286145.2,0,2,0,0,0,0,0
ENSG00000169967.16,1966,2729,863,2072,2369,3683,3388
ENSG00000200250.1,0,0,0,0,0,0,0
ENSG00000236682.2,106,83,38,75,55,165,153
ENSG00000287742.1,0,4,2,2,1,3,4
ENSG00000115718.18,5,5,6,7,6,4,3
ENSG00000264075.1,0,0,0,0,2,0,0
ENSG00000163166.15,1322,1407,555,1209,1551,2273,2458
ENSG00000231731.7,0,0,0,0,0,0,0
ENSG00000202429.1,0,0,0,0,0,0,0
ENSG00000169994.18,3,2,1,1,0,10,6
ENSG00000272789.1,1,0,0,0,0,1,4
ENSG00000072163.20,75,82,49,82,175,604,769
ENSG00000144230.16,0,0,0,0,0,0,0
ENSG00000136709.12,1420,1510,631,1486,1415,1914,1844
ENSG00000173349.6,474,497,222,372,406,245,276
ENSG00000201470.1,1,0,0,0,0,0,0
ENSG00000200390.1,0,0,0,0,0,0,0
ENSG00000274010.1,0,2,0,0,0,0,0
ENSG00000144231.11,898,914,377,770,714,962,1083
ENSG00000202532.1,0,0,0,0,0,0,0
ENSG00000244563.1,0,0,0,0,0,0,0
ENSG00000273950.1,0,0,0,0,0,0,0
ENSG00000144233.10,833,972,362,850,1064,1986,1676
ENSG00000272667.1,73,81,40,55,43,83,82
ENSG00000286873.1,44,40,14,23,40,33,38
ENSG00000204399.3,0,0,0,0,0,0,0
ENSG00000136715.19,1331,1425,615,1352,1277,901,908
ENSG00000234044.1,0,0,0,0,0,1,0
ENSG00000200432.1,0,0,0,0,0,0,0
ENSG00000136731.13,4040,5197,1610,3877,4552,7963,8150
ENSG00000229173.1,0,0,0,0,0,0,0
ENSG00000232101.1,0,0,0,0,0,0,0
ENSG00000229758.2,0,2,0,0,4,2,3
ENSG00000185631.7,0,1,0,0,0,0,1
ENSG00000238180.1,0,0,0,2,1,1,0
ENSG00000136720.7,649,660,406,802,749,709,736
ENSG00000252742.1,0,0,0,0,0,0,0
ENSG00000238379.1,0,0,0,0,0,0,0
ENSG00000227653.1,1,2,0,1,0,0,2
ENSG00000237532.1,0,0,0,0,0,0,0
ENSG00000238277.1,0,0,0,0,0,0,0
ENSG00000204460.3,0,0,0,0,0,0,0
ENSG00000233428.1,0,0,0,0,0,0,0
ENSG00000229536.3,5,3,2,5,2,0,0
ENSG00000286957.1,2,0,0,0,0,0,0
ENSG00000214100.8,1,1,2,4,3,5,0
ENSG00000237574.1,0,0,0,0,0,0,0
ENSG00000234559.1,0,0,0,0,0,0,0
ENSG00000225449.3,19,8,6,6,24,7,6
ENSG00000222014.6,8,6,6,10,12,12,5
ENSG00000284619.1,0,0,0,0,0,0,0
ENSG00000286026.1,0,0,0,0,0,0,0
ENSG00000250207.1,0,0,0,0,0,0,0
ENSG00000217289.3,1,1,0,0,1,0,1
ENSG00000231147.2,0,0,2,1,0,1,0
ENSG00000180178.11,22,19,0,1,0,0,0
ENSG00000286058.1,16,48,0,1,0,0,0
ENSG00000231240.1,0,0,0,0,0,0,0
ENSG00000248313.1,0,0,0,0,0,0,0
ENSG00000196604.13,2,5,0,0,1,2,0
ENSG00000228471.1,0,0,0,0,0,0,0
ENSG00000224087.1,0,0,0,0,0,0,0
ENSG00000252223.1,0,0,0,0,0,0,0
ENSG00000223760.4,6,5,0,0,0,0,0
ENSG00000152076.19,32,29,17,35,18,90,82
ENSG00000136699.19,1769,1920,852,1949,2108,2423,2400
ENSG00000152082.15,2413,2021,908,1748,2211,3301,3681
ENSG00000152086.9,0,0,0,0,0,0,0
ENSG00000227632.2,3,5,2,4,19,5,5
ENSG00000230756.1,29,25,4,14,20,43,37
ENSG00000213225.7,10,5,2,8,6,9,8
ENSG00000234398.1,0,0,0,0,0,0,0
ENSG00000236595.1,0,0,0,0,0,0,0
ENSG00000237722.2,0,0,0,0,0,0,0
ENSG00000231954.1,0,0,0,0,0,0,0
ENSG00000236211.1,0,0,0,0,0,0,0
ENSG00000230496.1,0,0,0,0,0,0,0
ENSG00000232990.2,0,0,0,0,0,0,0
ENSG00000249997.1,0,0,0,0,0,0,0
ENSG00000283940.1,0,0,0,0,0,0,0
ENSG00000284171.1,0,0,0,0,0,0,0
ENSG00000230548.1,0,0,0,0,0,0,0
ENSG00000234934.1,0,0,0,0,0,0,1
ENSG00000248136.1,0,0,0,0,0,0,0
ENSG00000233550.1,0,0,0,0,0,0,0
ENSG00000226915.1,2,0,0,2,2,1,0
ENSG00000271435.1,0,0,0,0,0,0,0
ENSG00000224352.1,0,0,0,0,0,0,0
ENSG00000136710.10,703,641,325,736,543,800,816
ENSG00000136718.10,1173,1071,437,849,1083,1831,1791
ENSG00000072135.13,745,828,319,652,678,1156,1180
ENSG00000178162.8,13,13,1,0,3,3,2
ENSG00000230646.1,0,0,0,0,0,0,0
ENSG00000239402.3,0,0,0,0,0,0,0
ENSG00000196834.12,2,0,0,1,1,0,0
ENSG00000251973.1,0,0,0,0,0,0,0
ENSG00000225819.1,0,0,0,0,0,0,0
ENSG00000274711.1,0,0,0,0,0,0,0
ENSG00000152093.8,0,0,0,0,0,0,0
ENSG00000225341.1,0,0,0,0,0,0,0
ENSG00000184761.8,0,0,0,0,0,0,0
ENSG00000183292.13,0,0,0,0,0,0,0
ENSG00000232408.1,0,0,0,0,0,0,0
ENSG00000136698.10,0,0,0,0,0,0,0
ENSG00000277668.1,0,0,0,0,0,0,0
ENSG00000222038.3,0,0,0,0,0,0,0
ENSG00000251757.1,0,0,0,0,0,0,0
ENSG00000214081.8,0,0,0,0,0,0,0
ENSG00000282944.1,0,0,0,0,0,0,0
ENSG00000240253.6,1,0,1,1,1,39,47
ENSG00000223349.1,0,0,0,0,0,0,0
ENSG00000173302.5,0,0,0,0,0,0,0
ENSG00000229797.2,0,0,0,0,0,0,0
ENSG00000178171.11,0,0,0,0,0,0,0
ENSG00000232503.1,0,0,0,0,0,0,0
ENSG00000233221.7,0,0,0,0,2,0,0
ENSG00000136002.20,145,144,95,243,229,316,356
ENSG00000281159.1,0,0,0,0,0,0,0
ENSG00000281516.1,0,0,0,0,0,0,0
ENSG00000284479.1,0,0,0,0,0,0,0
ENSG00000152102.18,5201,6012,2724,5717,6522,8680,8364
ENSG00000115762.16,1897,1946,603,1280,1562,6072,5829
ENSG00000230450.1,0,0,10,19,0,0,0
ENSG00000225448.1,0,0,1,3,0,0,0
ENSG00000236956.2,0,0,27,43,0,0,0
ENSG00000285819.1,0,0,3,14,0,0,0
ENSG00000248796.1,0,1,3,14,0,0,0
ENSG00000188219.14,13,9,16,51,13,13,15
ENSG00000212199.1,0,0,0,0,0,0,0
ENSG00000231431.7,0,3,68,220,0,0,0
ENSG00000236516.1,0,0,0,1,0,0,0
ENSG00000284604.1,0,0,0,0,0,0,0
ENSG00000227817.4,0,0,0,0,0,0,0
ENSG00000284706.1,0,0,1,0,0,0,0
ENSG00000224425.2,0,0,0,1,0,1,0
ENSG00000233087.7,7,9,1,2,11,27,27
ENSG00000283303.1,0,0,1,6,0,0,0
ENSG00000233285.1,0,0,0,0,0,0,0
ENSG00000227275.1,0,0,0,0,0,0,0
ENSG00000235080.2,0,0,0,0,0,0,0
ENSG00000231777.1,0,0,0,0,1,0,0
ENSG00000284003.1,0,0,0,0,0,0,0
ENSG00000283865.1,0,0,0,0,0,0,0
ENSG00000227661.1,0,0,0,0,0,0,0
ENSG00000236590.1,0,0,0,1,0,0,0
ENSG00000234480.1,0,0,0,0,0,0,0
ENSG00000237910.1,0,0,0,0,0,0,0
ENSG00000234939.1,0,0,0,0,0,0,0
ENSG00000234576.2,0,0,0,0,0,0,0
ENSG00000226831.1,0,0,0,0,0,0,0
ENSG00000276460.1,0,0,0,0,0,0,0
ENSG00000223631.2,0,0,0,0,0,0,0
ENSG00000284659.1,0,0,0,0,0,0,0
ENSG00000214077.4,4,2,4,3,4,16,11
ENSG00000217950.4,3,7,2,3,3,4,7
ENSG00000232742.3,8,18,4,5,15,13,15
ENSG00000273073.1,0,2,1,0,0,2,0
ENSG00000173272.16,767,686,349,660,832,1126,1196
ENSG00000075886.11,0,0,0,0,0,0,0
ENSG00000284149.1,0,0,0,0,0,0,0
ENSG00000152117.17,357,475,194,485,488,454,477
ENSG00000163040.14,103,107,42,113,100,268,286
ENSG00000224679.1,0,1,0,0,0,0,0
ENSG00000286208.1,0,0,0,0,0,0,0
ENSG00000204434.6,2,3,0,1,1,0,3
ENSG00000251956.1,0,0,0,0,0,0,0
ENSG00000224559.2,0,0,0,0,0,0,0
ENSG00000270930.1,0,0,0,0,0,0,0
ENSG00000287151.1,45,54,26,43,58,247,170
ENSG00000288031.1,0,3,1,6,2,6,3
ENSG00000197927.13,5,11,1,11,10,34,20
ENSG00000213222.3,12,3,1,2,9,9,5
ENSG00000287071.1,0,8,2,0,1,18,12
ENSG00000186825.6,0,0,0,1,2,3,1
ENSG00000274353.1,0,0,0,0,0,0,0
ENSG00000229203.1,0,0,0,0,0,0,0
ENSG00000232760.1,0,0,0,1,0,9,5
ENSG00000244337.2,0,0,0,0,0,0,0
ENSG00000235615.2,0,0,0,0,0,0,0
ENSG00000236485.1,0,0,0,0,0,0,0
ENSG00000287414.1,0,0,0,0,0,1,0
ENSG00000226886.1,0,0,0,0,0,0,0
ENSG00000271179.1,0,0,0,0,0,0,0
ENSG00000225594.1,0,0,0,0,0,0,0
ENSG00000227745.1,0,0,0,0,0,0,0
ENSG00000163046.15,0,0,0,0,0,0,0
ENSG00000239108.1,0,0,0,0,0,0,0
ENSG00000202174.1,0,0,0,0,0,0,0
ENSG00000221288.1,0,0,0,0,0,0,0
ENSG00000233786.1,7,0,2,3,4,3,8
ENSG00000230803.1,0,0,0,0,0,0,0
ENSG00000018607.7,1,5,0,2,0,4,3
ENSG00000272769.1,2,0,1,0,0,1,0
ENSG00000286833.1,4,8,2,2,4,1,2
ENSG00000230992.3,1,0,0,2,0,0,2
ENSG00000252705.1,0,0,0,0,0,0,0
ENSG00000183840.7,41,64,17,44,30,85,110
ENSG00000232349.2,0,0,0,0,0,0,0
ENSG00000200718.1,0,0,0,0,0,0,0
ENSG00000150551.11,34,46,61,119,191,28,18
ENSG00000230065.1,0,0,0,0,0,0,0
ENSG00000176771.17,43,48,24,51,157,114,102
ENSG00000286068.1,0,0,0,0,0,0,0
ENSG00000228721.1,0,0,0,0,0,0,0
ENSG00000233729.1,0,0,0,0,0,0,0
ENSG00000279512.1,0,0,0,0,0,0,0
ENSG00000226953.8,1,0,0,0,5,0,3
ENSG00000252688.1,0,0,0,0,0,0,0
ENSG00000222068.1,0,0,0,0,0,0,0
ENSG00000232474.1,0,0,0,0,1,0,0
ENSG00000223430.1,0,0,0,0,0,0,0
ENSG00000200708.1,0,0,0,0,0,0,0
ENSG00000286697.1,0,0,0,0,0,0,0
ENSG00000152127.9,759,1083,472,1065,1646,5522,5451
ENSG00000263813.1,0,0,0,0,0,0,0
ENSG00000222921.1,0,0,0,0,0,0,0
ENSG00000234060.1,0,0,0,0,0,0,0
ENSG00000152128.13,4,1,1,4,2,2,8
ENSG00000287463.1,0,0,0,0,0,0,2
ENSG00000224043.8,53,58,16,47,67,86,88
ENSG00000234682.1,0,0,0,0,0,0,0
ENSG00000228098.1,0,0,0,0,0,0,0
ENSG00000153086.14,0,0,0,0,0,1,1
ENSG00000263783.1,0,0,0,0,0,0,0
ENSG00000082258.13,854,1217,509,1211,1103,1258,1251
ENSG00000176601.13,0,2,0,0,0,0,0
ENSG00000115839.18,2855,3145,1433,2876,3864,4445,4756
ENSG00000208308.1,0,0,0,0,0,1,0
ENSG00000121988.18,192,218,75,221,208,184,191
ENSG00000235651.1,6,9,1,2,1,4,0
ENSG00000048991.16,1106,1268,636,1188,1308,1710,1663
ENSG00000201308.1,0,0,0,0,0,0,0
ENSG00000207654.4,0,0,0,0,0,0,0
ENSG00000144224.17,6043,6542,3131,6864,6504,6559,7242
ENSG00000115850.10,0,1,1,3,0,0,2
ENSG00000200664.1,0,0,0,0,0,0,0
ENSG00000226806.1,6,1,1,1,2,13,52
ENSG00000076003.5,1532,1525,866,1920,2076,1078,1344
ENSG00000214070.3,0,0,0,0,0,0,0
ENSG00000115866.11,1798,1798,809,1666,1703,1622,1657
ENSG00000231890.8,20,12,5,10,6,31,50
ENSG00000237262.1,0,0,0,0,0,0,0
ENSG00000121966.7,15,20,8,9,8,2,2
ENSG00000227347.1,43,47,21,44,47,32,36
ENSG00000279024.1,0,0,0,0,0,0,0
ENSG00000230037.1,0,0,0,0,0,0,0
ENSG00000251976.1,0,0,0,0,0,0,0
ENSG00000229568.1,0,0,0,0,0,0,0
ENSG00000144229.12,131,107,11,27,166,6,15
ENSG00000212425.1,0,0,0,0,0,0,0
ENSG00000222394.2,0,0,0,0,0,0,0
ENSG00000150540.14,85,87,14,60,110,279,377
ENSG00000224231.2,0,0,0,0,0,24,23
ENSG00000233045.1,9,6,3,3,10,6,4
ENSG00000234645.3,3,7,3,4,5,6,9
ENSG00000237939.1,0,0,0,1,1,1,2
ENSG00000232915.1,0,1,0,2,0,0,1
ENSG00000228043.5,3,7,0,4,5,3,6
ENSG00000230569.1,0,0,0,0,0,0,0
ENSG00000144228.9,568,558,230,489,585,929,943
ENSG00000241772.2,1,0,1,0,1,2,0
ENSG00000260059.1,0,0,0,0,0,0,0
ENSG00000237772.2,2,1,1,0,1,3,4
ENSG00000144227.5,1,0,1,1,23,0,1
ENSG00000222826.1,0,0,0,0,0,0,0
ENSG00000229104.1,0,0,0,0,0,0,0
ENSG00000232992.2,0,0,0,0,0,0,0
ENSG00000287147.1,0,0,0,0,0,0,0
ENSG00000286778.1,0,0,0,0,0,0,0
ENSG00000226939.1,0,0,0,0,0,0,0
ENSG00000229131.1,1,0,0,0,0,0,0
ENSG00000206901.1,0,0,0,0,0,0,0
ENSG00000235232.1,0,0,0,0,0,0,0
ENSG00000228374.1,0,0,0,0,0,0,0
ENSG00000223554.1,0,0,0,0,0,0,0
ENSG00000240977.3,1,0,0,0,0,0,0
ENSG00000224028.1,0,0,0,0,0,0,0
ENSG00000227149.1,0,0,0,0,0,0,0
ENSG00000231567.1,0,0,0,1,0,0,0
ENSG00000223921.1,1,0,0,0,0,0,0
ENSG00000168702.18,346,575,299,742,906,62,49
ENSG00000277306.1,0,0,0,0,0,0,0
ENSG00000283506.1,0,0,0,0,0,0,0
ENSG00000236440.1,0,0,0,0,0,0,3
ENSG00000238065.1,1,0,0,0,5,0,0
ENSG00000201892.1,0,0,0,0,0,0,0
ENSG00000252015.1,0,0,0,0,0,0,0
ENSG00000233329.1,0,0,0,0,0,0,0
ENSG00000244125.1,1,0,0,0,1,2,0
ENSG00000228134.1,0,0,0,0,0,0,0
ENSG00000229781.1,0,0,0,0,0,0,0
ENSG00000115919.15,3,5,2,4,1,0,4
ENSG00000270390.1,0,0,0,0,0,0,0
ENSG00000075884.14,0,0,0,0,0,1,0
ENSG00000224288.2,0,0,0,0,0,0,0
ENSG00000226839.1,0,0,0,0,0,0,0
ENSG00000224852.1,0,0,0,0,0,0,0
ENSG00000232772.1,0,0,0,0,0,0,0
ENSG00000236300.2,0,0,0,0,0,0,0
ENSG00000227557.1,0,0,0,0,0,0,0
ENSG00000225476.1,0,0,0,0,0,0,0
ENSG00000284167.1,0,0,0,0,0,0,0
ENSG00000231766.1,0,0,0,0,0,0,0
ENSG00000257284.1,0,0,0,0,0,0,0
ENSG00000228655.7,0,0,0,0,0,0,0
ENSG00000283994.1,0,0,0,0,0,0,0
ENSG00000231758.3,0,1,1,1,0,0,0
ENSG00000257277.2,0,3,0,1,1,0,0
ENSG00000257226.2,0,0,0,0,0,0,0
ENSG00000236356.1,0,0,0,0,0,0,0
ENSG00000200287.1,0,0,0,0,0,0,0
ENSG00000232377.1,0,1,0,0,0,0,1
ENSG00000121964.14,1007,958,436,949,863,806,862
ENSG00000169554.22,1489,1797,594,1413,1019,1611,1666
ENSG00000283118.1,0,0,0,0,0,0,0
ENSG00000279166.1,1,4,1,6,1,0,1
ENSG00000238057.10,0,3,3,3,0,2,0
ENSG00000275372.1,0,0,0,0,0,0,0
ENSG00000273537.1,0,0,0,0,0,0,0
ENSG00000277444.1,0,0,0,0,0,0,0
ENSG00000287115.1,13,11,5,6,4,0,0
ENSG00000232606.2,0,0,0,0,0,0,0
ENSG00000226674.11,9,10,2,5,11,8,8
ENSG00000234940.1,0,0,0,0,0,0,0
ENSG00000276706.1,0,0,0,0,0,0,0
ENSG00000235352.1,0,0,0,0,0,0,0
ENSG00000268580.1,0,0,0,0,0,0,0
ENSG00000235435.1,0,0,0,0,0,0,0
ENSG00000214064.3,0,0,0,0,0,0,0
ENSG00000225107.1,0,0,0,0,0,0,0
ENSG00000286225.1,0,0,0,0,0,0,0
ENSG00000226218.1,0,0,0,0,0,0,0
ENSG00000234119.1,0,0,0,0,0,0,0
ENSG00000233842.2,0,0,0,0,0,0,0
ENSG00000279876.1,0,0,0,0,0,0,0
ENSG00000251905.1,0,0,0,0,0,0,0
ENSG00000230559.1,0,0,0,0,0,0,0
ENSG00000227134.1,0,0,0,0,0,0,0
ENSG00000198526.7,0,0,0,1,0,0,0
ENSG00000271583.1,0,0,0,0,0,0,0
ENSG00000231040.2,0,0,0,0,1,0,0
ENSG00000227902.2,0,0,0,0,0,0,0
ENSG00000287847.1,0,0,0,0,0,0,1
ENSG00000207225.1,0,0,0,0,0,0,0
ENSG00000207161.1,0,0,0,0,0,0,0
ENSG00000202074.1,0,0,0,0,0,0,0
ENSG00000253083.1,0,0,0,0,0,0,0
ENSG00000229143.1,0,0,0,0,0,0,0
ENSG00000121989.15,579,553,212,425,546,460,501
ENSG00000212389.1,0,0,0,0,0,0,0
ENSG00000223911.1,0,0,0,0,0,0,0
ENSG00000115947.14,832,760,321,752,850,562,654
ENSG00000204406.14,586,741,370,823,669,924,1003
ENSG00000281469.1,4,5,5,9,4,5,2
ENSG00000281772.1,0,0,0,0,0,1,0
ENSG00000212181.1,0,0,0,0,0,0,0
ENSG00000224007.1,0,0,0,0,0,0,0
ENSG00000232238.1,0,0,0,0,0,0,0
ENSG00000135999.12,1187,1245,562,1293,1262,1042,1105
ENSG00000222126.1,0,0,0,0,0,0,0
ENSG00000223962.1,0,0,0,0,0,0,0
ENSG00000231079.7,0,1,0,1,0,0,0
ENSG00000228848.3,3,0,0,0,1,0,0
ENSG00000226340.1,0,2,1,1,0,0,0
ENSG00000168280.17,191,310,122,230,127,42,59
ENSG00000286167.1,0,1,0,0,0,0,0
ENSG00000150556.17,4,4,2,4,0,30,49
ENSG00000228236.2,1,0,0,0,0,0,2
ENSG00000286335.1,0,0,0,0,0,0,0
ENSG00000224337.1,0,0,0,0,0,1,0
ENSG00000187123.15,25,32,32,53,42,88,106
ENSG00000223604.1,0,0,0,0,0,0,0
ENSG00000168288.13,2319,2106,986,1919,2183,3678,4049
ENSG00000231969.2,8,7,5,11,6,8,12
ENSG00000207270.1,0,0,0,0,0,0,0
ENSG00000162947.5,0,0,0,0,2,0,0
ENSG00000286081.1,2,2,0,0,0,0,4
ENSG00000230645.2,0,0,1,0,0,0,0
ENSG00000231420.1,0,0,0,0,0,0,0
ENSG00000115963.13,7029,6821,3896,7972,6175,3745,4726
ENSG00000236049.1,1,3,0,0,0,0,2
ENSG00000237220.1,4,0,0,0,0,6,0
ENSG00000232359.1,0,0,0,0,0,0,0
ENSG00000224048.6,0,2,1,1,0,0,1
ENSG00000228064.1,0,0,0,0,0,0,0
ENSG00000222031.1,0,0,0,2,1,0,0
ENSG00000236885.2,0,0,0,0,0,0,0
ENSG00000213201.3,0,0,0,0,0,0,0
ENSG00000184898.7,483,457,273,597,393,269,353
ENSG00000123609.11,1327,1116,469,972,1201,394,370
ENSG00000123610.5,2716,2486,740,1338,2060,49,36
ENSG00000283569.1,0,0,0,0,0,0,0
ENSG00000264684.1,0,0,0,0,0,0,0
ENSG00000242113.3,3,5,0,3,7,0,0
ENSG00000080345.18,1738,2452,978,2347,2356,1319,1535
ENSG00000183091.19,32,81,19,70,63,174,176
ENSG00000162980.17,623,689,311,622,759,1114,1278
ENSG00000288066.1,0,0,0,0,0,0,0
ENSG00000283228.1,0,0,0,0,0,0,0
ENSG00000182389.19,26,30,37,106,103,65,58
ENSG00000225214.1,0,0,0,0,0,0,0
ENSG00000115145.10,1345,1489,625,1292,1554,2717,2737
ENSG00000234272.1,0,0,0,0,0,0,0
ENSG00000286234.1,1,0,0,0,0,1,0
ENSG00000199884.1,0,0,0,0,0,0,0
ENSG00000157827.20,1630,2207,1053,2789,2134,1075,1077
ENSG00000213197.3,3,2,0,3,2,6,1
ENSG00000287085.1,0,0,0,0,0,0,0
ENSG00000270776.1,0,0,0,0,0,0,0
ENSG00000286207.1,4,19,7,10,7,19,15
ENSG00000196504.19,2838,2888,1293,2893,2915,3352,3935
ENSG00000177917.11,382,367,136,294,464,575,616
ENSG00000234932.2,0,0,0,0,0,0,0
ENSG00000226213.1,0,0,0,0,0,0,0
ENSG00000214025.2,0,0,0,0,0,0,0
ENSG00000224612.2,0,0,0,0,0,0,0
ENSG00000226338.1,0,1,0,0,0,0,0
ENSG00000227708.1,0,0,0,0,0,0,0
ENSG00000214024.2,0,0,0,0,0,0,0
ENSG00000242575.1,0,0,0,0,0,0,0
ENSG00000227400.2,0,0,0,0,0,0,0
ENSG00000200377.1,0,0,0,0,0,0,0
ENSG00000177519.4,1,0,0,12,1,0,0
ENSG00000236917.1,0,0,0,0,0,0,0
ENSG00000144278.15,88,120,23,81,169,61,62
ENSG00000230251.1,0,1,0,5,0,0,1
ENSG00000224675.1,0,1,0,0,1,3,4
ENSG00000238004.1,0,0,0,0,0,0,0
ENSG00000223290.1,0,0,0,0,0,0,0
ENSG00000287900.1,9,14,5,24,11,1,0
ENSG00000162989.5,298,303,134,258,345,3,3
ENSG00000228837.2,0,0,0,0,0,0,0
ENSG00000230991.2,0,0,0,0,0,0,0
ENSG00000223197.1,0,0,0,0,0,0,0
ENSG00000232982.1,0,0,0,0,0,0,0
ENSG00000229701.1,0,0,0,0,0,0,0
ENSG00000227682.2,0,0,0,1,0,0,0
